ID,MODEL,MAKE,DESCRIPTIO,FLASH,CATEGORY,LOCATION,CLASS,BARCODESKU,UM,LIST,RETAIL,SYSTEM,DEALER,JOBBER,COST,AVG_COST,TEMP_COST,TEMP_DATE,TAXABLE,SPIFF,VENDOR1_ID,VENDOR1_PA,VENDOR2_ID,VENDOR2_PA,ON_HAND,COMMITED,MAX_STOCK,RO_POINT,RO_QUAN,ON_ORDER,EXP_ACCT,SOLD_MONTH,SOLD_YEAR,MTD_AMOUNT,YTD_AMOUNT,SUGG_TYPE,MOUNT_SIZE,DISP_LOC,FEATURES1,FEATURES2,FEATURES3,FEATURES4,FEATURES5,FEATURES6,DEFECTIVE,DEF_MONTH,DEF_YEAR,MEMO,PICTURE,LAST_UPD,HQ_INVC,FORCE_SER,TAX_MISC,ACTIVE_ITM,CELL_ITEM,PAGE_ITEM,VNDR1_NAME,VNDR1_PHON,VNDR2_NAME,VNDR2_PHON,SHOW_ON_MTC,STORE_NUM,LAST_USER,LAST_DATE,LAST_TIME,MANU_SPIFF,MANU_SPIFF_AMOUNT,MANU_SPIFF_ID,MANU_SPIFF_NAME,MANU_SPIFF_TYPE,MANU_SPIFF_INFO1,MANU_SPIFF_INFO2,NONTAXABLE,CHARGE_ADDITIONAL_TAX,ADDITIONAL_TAX,MANU_SPIFF_SALES_AMOUNT,REC_DELETED,GL_SALES,GL_INVENTORY,GL_CostOfSales,MANU_SPIFF_ALT_PROMPT1,MANU_SPIFF_ALT_PROMPT2,DATE_LAST_SOLD,PROMPT_FOR_COST,ONLINE,ITEM_PICTURE
"329036609671713","250-8122","ROSTRA","WHT.CAMERA/5'MONITOR SYS","","SAFETY","ELECT.CABINET","BACKUPCAM","","",500,500,500,412.29,367.32,245,245,,"",,,"4853","250-8122","","250-8122",0,-7,4,,6,0,"",66,66,28138.77,28138.77,"","","","","","","","","",,0,0,"WITH INFA-RED CAMERA","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","8/20/2019","8:53:03 AM",,,"","","",,,,,,,"","","","","","","","",,""
"329534433015600","18232-XX","A.R.E.","MPH LOCK CYLINDER W/2 KEYS","","LOCKS","","PARTS","11-01-21","SET",22.14,22.14,22.14,22.14,11.06,7.38,6.75,,"",,,"7177","18232","","18232",3,1,6,3,-4,2,"",12,12,207.82,207.82,"","","","","","","","","",,0,0,"(01-20) 2 Keys","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:35:09 PM",,,"","","",,,,,,,"","","","","","","","",,""
"329847425578311","8702","TRAIL FX","07-C CHEVROLET HOODSHIELD","","HOODSHIELD","","HOODSHIELD","","",69.99,69.99,69.99,65,46.25,32.33,33.27,,"",,,"0401","8702","","8702",0,0,1,,-3,0,"",8,8,549.9,549.9,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","9/22/2017","5:24:14 PM",,,"","","",,,,,,,"","","","","","","","",,""
"331147931625521","3068-DH","RANGER","ALUM SPRINT H/R SLIDING DOOR","1.5 HOUR LABOR / QUICK SHIP","PARTITION","","PARTITION","01-01-22","EACH",1842,1842,1842,1657.8,1601.74,1068.36,980.2,,"",,,"5321","3068-DH","","3068-DH",0,-1,0,0,10,0,"",23,23,27687.29,27687.29,"","","","","","","","","",,,,"ALUMINUM 80 LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","2:56:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"331735782015390","CB-185-100F","CTW","100 AMP CIRCUIT BREAKER","PURCHASE FROM INDUSTRIAL","SUPPLIES","SHOP","MISC","","",39.95,39.95,34.95,33,33,20,22.3345,,"",,,"3004","CB-185-100F","","CB-185-100F",26,6,12,2,88,10,"",263,263,10906.38,10906.38,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","7/14/2022","4:58:39 PM",,,"","","",,,,,,,"","","","","","","","",,""
"332","161-659","HD","2X4X10","","SUPPLIES","","MISC","161-659","EACH",7.25,7.25,7.25,7.25,5.99700149925037,4,2.69,,"",False,,"","161-659","","",3,0,9,,-3,,"",1,1,7.25,7.25,"","","","","","","","","",,0,0,"10 FOOT 2X4","","2/18/2001","Y",False,False,True,False,False,"HOME DEPOT","523-0600","","",,"HQ","","6/26/2017","6:06:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"332840590078779","RCB-1","HAULER","REMOVABLE REAR BAR","","LADDERRACK","","RACK","","",48,40,40,40,35.98,24,24,,"",,,"5445","RCB-1","","RCB-1",2,,2,,,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"Hauler Racks","(800) 843-5445","","",,"","","1/24/2013","10:54:52 AM",,,"","","",,,,,,,"","","","","","","","",,""
"333236002515743","V194056","VENTSHADE","INCH 05-C TY TACMA DBL","","CLEARANCE","CLEARANCE","RAIN GUARD","","",71.26,69.99,64.78,59.38,77.2,38.6,38.6,,"",,,"0401","V194056","","V194056",1,,,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","2/4/2014","9:34:07 AM",,,"","","",,,,,,,"","","","","","","","",,""
"33355404545340","6006","RANGER","ALUM 3 TIER FREON RACK-SML BOTTLES","1 HOUR LABOR","STORAGE","","STORAGE","01-01-22","EACH",481,481,481,432.9,418.26,278.98,213.44,,"",,,"5321","6006","","6006",0,0,0,,1,0,"",1,1,447,447,"","","","","","","","","",,,,"ALUMINUM 29 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","3:15:51 PM",,,"","","",,,,,,,"","","","","","","","",,""
"333554275359298","C4-BA13-3","RANGER","ALUM 3 TIER FREON RACK-LRG BOTTLES","1 HR. / QUICK SHIP / REPLD #6008","COMMERCIAL","","SHELVING","01-01-22","EACH",522,522,522,469.8,418.26,302.76,302.76,,"",,,"5321","C4-BA13-3","5321","C4-BA13-3",6,4,1,,14,0,"",47,47,18439.75,18439.75,"","","","","","","","","",,,,"ALUMINUM 25 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","Ranger Design","(800) 565-5321",,"","","7/22/2022","12:11:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"333554391265630","5060-5","RANGER","ALUM 5 DRAWER CABINET 24x18x36","1 HOUR LABOR / QUICK SHIP","DRAWERS","","DRAWERS","01-01-22","EACH",2313,2313,2313,2081.7,2011.3,1341.54,1108.96,,"",,,"5321","5060-5","","5060-5",0,0,0,,0,0,"",7,7,10653.7,10653.7,"","","","","","","","","",,,,"ALUMINUM 104 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","5/5/2022","2:37:46 PM",,,"","","",,,,,,,"","","","","","","","",,""
"33355491032823","5025","RANGER","ALUM JUMBO TOOL DRAWER 48x16x19","1 HOUR LABOR / QUICK SHIP","DRAWERS","","DRAWERS","01-01-22","EACH",1212,1212,1212,1090.8,1053.91,702.96,762.7,,"",,,"5321","5025","","5025",3,2,1,,12,0,"",143,143,122741.12,122741.12,"","","","","","","","","",,,,"ALUMINUM 67 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/22/2022","12:11:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"33355500728197","5010","RANGER","ALUM PARTSSLIDER DRAWER 48x12x6",".5 HOUR LABOR / QUICK SHIP","DRAWERS","","DRAWERS","01-01-22","EACH",519,519,519,467.1,451.3,301.02,326.54,,"",,,"5321","5010","","5010",7,5,1,,6,0,"",189,167,69053.84,69053.84,"","","","","","","","","",,,,"ALUMINUM 31 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/22/2022","12:11:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"333555190828351","5048","RANGER","ALUM TOP EDGE FOR 5010 PARTSLIDER",".25 HOUR LABOR / QUICK SHIP","PARTSLIDER","","DRAWERS","01-01-22","EACH",133,133,133,119.7,115.65,77.14,80.2805,,"",,,"5321","5048","","5048",5,8,1,,-6,2,"",114,114,11424.82,11424.82,"","","","","","","","","",,,,"ALUMINUM 7 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/22/2022","12:11:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"333555271687325","5045","RANGER","ALUM CAB BOX w/ LOCK 18x12x16",".5 HOUR LABOR / QUICK SHIP","STORAGE","","STORAGE","01-01-22","EACH",409,409,409,368.1,355.65,237.22,216.7901,,"",,,"5321","5045","","5045",5,2,1,,16,0,"",92,92,27625.61,27625.61,"","","","","","","","","",,,,"ALUMINUM 16 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/20/2022","11:11:30 AM",,,"","","",,,,,,,"","","","","","","","",,""
"333555806187329","6070","RANGER","6' HOOK/3' OPENING",".25 HOUR LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",21.4,21.4,21.4,19.26,18.61,12.41,12.1502,,"",,,"5321","6070","","6070",-7,13,4,,-3,0,"",1148,8826,17444.5,17444.5,"","","","","","","","","",,,,"ALUMINUM 2LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/22/2022","10:40:06 AM",,,"","","",,,,,,,"","","","","","","","",,""
"333556006859115","6069","RANGER","ALUM STANDARD 5 SLOT PAPER HOLDER",".25 HOUR LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",239,239,239,215.1,207.83,138.62,99.5667,,"",,,"5321","6069","","6069",2,0,2,,19,0,"",3,3,455.2,455.2,"","","","","","","","","",,,,"ALUMINUM5 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","5/24/2022","10:34:33 AM",,,"","","",,,,,,,"","","","","","","","",,""
"333747157703635","PA-02590","A.R.E.","LSII or Z Lock Cylinder w/ 2 Keys","","LOCKS","","PARTS","11-01-21","EACH",34.7,34.7,34.7,34.7,26.01,17.35,16.8092,,"",,,"7177","PA-02590","","pa-02590",3,0,4,2,-6,0,"",38,38,1003.16,1003.16,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/30/2021","10:22:32 AM",,,"","","",,,,,,,"","","","","","","","",,""
"333749322890732","690022","DM","VELVAC SS GRAB HANDLE","","SUPPLIES","","MISC","","",60,60,50,50,40,24.95,24.95,,"",,,"1023","690022","","",3,-2,5,,-17,,"",82,82,3550,3550,"","","","","","","","","",,0,0,"","","","",False,,True,,,"D.m. Distributing","(   )    -","","",,"","","1/11/2022","9:37:42 AM",,,"","","",,,,,,,"","","","","","","","",,""
"334046465437846","8002098","YAKIMA","FORKLIFT","","BIKE-TOP","","BIKE-TOP","8-1-19","EACH",199,199,199,199,179.91,120,94.2735,,"",,,"1250","8002098","0401","8002098",25,0,2,1,-17,0,"",38,38,5395.57,5395.57,"","","","","","","","","",,,,"","","","",False,,True,,,"Yakima","(800) 269-7623","Keystone Automotive","(800) 521-9999",,"","","5/17/2022","1:06:55 PM",,,"","","",,,,,,,"","","","","","","","",,""
"334354102343731","11410","A.R.E.","Striker Block Assembly","","PARTS","","PARTS","11-01-21","EACH",3.78,3.78,3.78,3.78,1.89,1.26,1.06,,"",,,"7177","11410","","11410",0,0,6,3,3,0,"",2,2,5,5,"","","","","","","","","",,0,0,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:05:02 PM",,,"","","",,,,,,,"","","","","","","","",,""
"335044772687161","50200L","CARGO LOCK","UNIV PWR DEADBLT LCK LH THROW","","PWR LOCKS","","LOCKS","","",170,170,170,155,103.45,89,,,"",,,"","50200L","","50200L",,,,,0,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Cargo Lock","(800) 929-4700","","",,"","","9/28/2021","11:38:21 AM",,,"","","",,,,,,,"","","","","","","","",,""
"337053442468426","38602005","WOLF","Mini van floor console GRY","","INTERIOR","","CONSOLE","","",179.72,169,169,169,169,89.86,89.86,,"",,,"0401","38602005","","38602005",,,,,0,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","12/24/2019","2:04:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"337144473531669","00887","A.R.E.","61' LOCK ROD KIT","","PARTS","","PARTS","11-01-21","EACH",21.04,21.04,21.04,21.04,15.77,10.52,9.8904,,"",,,"7177","00887","","00887",2,0,1,0,8,0,"",28,28,531.67,531.67,"","","","","","","","","",1,1,1,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","1/5/2022","10:42:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"337144536656701","00888","A.R.E.","66' LOCK ROD KIT","","PARTS","","PARTS","11-01-21","EACH",21.04,21.04,21.04,21.04,15.77,10.52,10.02,,"",,,"7177","00888","","00888",1,0,3,0,2,0,"",24,24,440.35,440.35,"","","","","","","","","",,0,0,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","12:13:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"338740161625280","255465","SUPERIOR","CLEAR LP COVER FLAT","","ACCENTS","","PLATECOVER","","",9.95,9.95,9.95,9,4.59,3.53,3.0888,,"",,,"0401","255465","","255465",3,0,2,,-4,0,"",2,2,19.9,19.9,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","3/17/2021","1:03:24 PM",,,"","","",,,,,,,"","","","","","","","",,""
"341946373312621","40955","HOPKINS","FACT.7-WAY PLUG-IN FORD-GM-DDG","WITH FLAT FOUR PORT","TOWING","","WIRING","","",49.95,49.95,48,45,37.71,25.15,25.01,,"",,,"0401","40955","","40955",0,1,,,1,0,"",2,2,90,90,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","5/28/2015","9:14:23 AM",,,"","","",,,,,,,"","","","","","","","",,""
"343760713046872","3020-GS","RANGER","ALUM GM CONT WINDOW PARTITION","1 HOUR LABOR / QUICK SHIP","PARTITION","","PARTITION","01-01-22","EACH",1122,1122,1122,1009.8,975.65,650.76,476.18,,"",,,"5321","3020-GS","","3020-GS",0,0,0,0,1,0,"",10,10,6820.7,6820.7,"","","","","","","","","",,,,"ALUMINUM 49 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","2:55:20 PM",,,"","","",,,,,,,"","","","","","","","",,""
"344253071687574","15-2526","RS TECHNOLOGY","A/V CONVERTER FROM COAX F CONNEC","110 POWER / NEEDS CONVERTER","TV VIDEO","","PARTS","","",55,50,50,50,50,27.54,27.54,,"",,,"","15-2526","","15-2526",0,,,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Radio Shack","","","",,"","","10/21/2013","5:07:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"34436192146895","22016ZZX","FX BEDLINER","09-C DODGE 6.5' UTR BEDLINER","LABOR $25","TRUCK BED","","LINER","","",165,165,165,155,0,86.15,79.95,,"",,,"0401","22016ZZX","","22016ZZX",0,0,,,0,0,"",6,6,965,965,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","12/22/2016","12:11:21 PM",,,"","","",,,,,,,"","","","","","","","",,""
"344961538062151","LH007","BULLY","02-08 DODGE TAILGATE LOCK","","TAILGATE","","LOCK","","",32.64,29.95,29,27,24.47,16.32,20.08,,"",,,"","LH007","","LH007",0,0,,,-4,2,"",7,7,215.5,215.5,"","","","","","","","","",1,,,"","","","",False,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","6/29/2018","4:24:24 PM",,,"","","",,,,,,,"","","","","","","","",,""
"344961754562735","LH008","BULLY","07-13 CHEVY TAILGATE LOCK","","TAILGATE","","LOCK","","",32.64,29.95,27,27.2,24.47,16.32,20.69,,"",,,"","LH008","","LH008",0,0,1,,3,0,"",10,10,236.85,236.85,"","","","","","","","","",,,,"","","","",False,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","11/20/2018","4:27:20 PM",,,"","","",,,,,,,"","","","","","","","",,""
"345656987968203","BR-M 1X2","CENTURY","MILL ADJ.CAP RACK 1'x2' ALUM","","LADDERRACK","","RACK","","",64.95,64.95,62,60,29.99,25.95,45.5,,"",,,"","BR-M 1X2","","BR-M 1X2",1,0,1,,-1,0,"",6,6,325.75,325.75,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","5/8/2019","12:53:54 PM",,,"","","",,,,,,,"","","","","","","","",,""
"345657641359728","BR-B 1X2","CENTURY","BLACK ADJ.CAP RACK 1'x2' ALUM.","","LADDERRACK","","RACK","","",99.95,99.95,99.95,95,37.65,57.85,54.53,,"",,,"","BR-B 1X2","","BR-B 1X2",2,0,1,,-1,0,"",12,12,988.98,988.98,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","1/26/2021","11:28:23 AM",,,"","","",,,,,,,"","","","","","","","",,""
"345657939062378","BR-B 1X1","CENTURY","BLACK ADJ.CAP RACK 1'x1' ALUM.","","LADDERRACK","","RACK","","",69.95,69.95,69.95,65,29.99,21.1,38.32,,"",,,"","BR-B 1X1","","BR-B 1X1",0,0,1,,4,1,"",10,10,619.65,619.65,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","5/17/2021","12:51:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"345658064500783","BR-M 1X1","CENTURY","MILL ADJ.CAP RACK 1'x1' ALUM","","LADDERRACK","","RACK","","",59.95,59.95,57,55,25.1,17.95,29.1,,"",,,"","BR-M 1X1","","BR-M 1X1",0,0,1,,2,4,"",7,7,359.7,359.7,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","4/9/2019","10:32:43 AM",,,"","","",,,,,,,"","","","","","","","",,""
"346446785656163","434303","DM","MAX 50 AMP FUSE BLADE STYLE","","SUPPLIES","","MISC","","",7.5,7.5,7.5,7.5,3.75,2.5,2.5,,"",,,"1061","434303","","434303",2,,,,-2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"D & M Distributors, Inc.","","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"346459709875360","255470","SUPERIOR","SMOKE LP COVER FLAT","","ACCENTS","","PLATECOVER","","",9.95,9.95,9.95,9,4.8,3.53,3.53,,"",,,"0401","255470","","255470",4,1,2,,-9,0,"",3,3,29.85,29.85,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","2/6/2019","3:00:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"346834930859728","FH-196-14","CTW","FUSE HOLDER","","SUPPLIES","","MISC","","",4,4,4,4,4,1.7,1.8221,,"",,,"3004","FH-196-14","","FH-196-14",977,,,,-997,20,"",3,3,12,12,"","","","","","","","","",,,,"","","","",,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","11/4/2021","1:17:36 PM",,,"","","",,,,,,,"","","","","","","","",,""
"347535616265131","RSAS1001CL","UNDERCOVER","LOCKS OLD STYLE PAIR","FITS CLASSIC S/N 274239 AND BELOW","HARD COVER","","LOCKS","","",32,32,32,32,32,17.24,17.37,,"",,,"0401","RSAS1001CL","","RSAS1001CL",0,0,1,,2,0,"",16,16,502,502,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","3/21/2022","12:58:31 PM",,,"","","",,,,,,,"","","","","","","","",,""
"347654445734855","621D","FX BEDMAT","07-18 GM LB BEDMAT","","TRUCK BED","","BED MAT","04/18/2019","",110,110,110,99,69.96,66,67.94,,"",,,"0401","621D","","621D",,2,1,,-1,0,"",11,11,1148.9,1148.9,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","11/19/2021","4:29:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"34795946150024","C8OR07","FX BEDLINER","07-C CHEV LB OTR BEDLINER","** RUGGED LINER **","TRUCK BED","","LINER","","",165,165,165,155,137.36,86.15,86.15,,"",,,"","C8OR07","","C8OR07",,0,,,1,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","4/11/2013","5:02:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"347959829968764","GMC8OR07","FX BEDLINER","07-C GMC LB OTR BEDLINER","** RUGGED LINER **","TRUCK BED","","LINER","","",165,165,165,155,137.36,86.15,86.15,,"",,,"","GMC8OR07","","GMC8OR07",,,,,,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","4/11/2013","5:03:23 PM",,,"","","",,,,,,,"","","","","","","","",,""
"348650867703194","84344","WEATHERTECH","09-10 F150 CREW 4PC.DARK","","4 PC DRK","","RAIN GUARD","","",114.95,114.95,112,109.95,97.71,69.37,69.37,,"",,,"0401","84344","","84344",0,0,1,0,-3,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(630) 769-0300",,"","","10/1/2021","4:27:41 PM",,,"","","",,,,,,,"","","","","","","","",,""
"349841167140619","00886","A.R.E.","54' LOCK ROD KIT","","PARTS","","PARTS","11-01-21","EACH",21.04,21.04,21.04,21.04,15.77,10.52,9.575,,"",,,"7177","00886","","00886",3,0,2,0,1,0,"",11,11,211.22,211.22,"","","","","","","","","",,0,0,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/30/2021","6:39:18 AM",,,"","","",,,,,,,"","","","","","","","",,""
"35034528231261","41306","WEATHERTECH","07-C TAHOE CARGO LINER TAN","","CARGO MAT","","FLOORLINER","","",132.95,132.95,132.95,120.75,125.76,88.03,88.03,,"",,,"0401","41306","","41306",0,0,1,,,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(630) 769-0300",,"","","10/1/2021","4:11:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"350641273203898","10082","HIGHLAND","16' x 10' MUD GRDS UNIV.","","MUD GUARDS","","MUD GUARDS","","",24.95,24.95,22,20,16.84,11.49,11.36,,"",,,"0401","10082","","10082",0,,2,,4,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"35144893359345","MODEL","MAKE","","","","","","","",,,,,,,,,"",,,"","YR","","",,,,,-3,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"","","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"351461720000810","PART#","PART#","","","","","","","",,,,,,,17.7164,,"",,,"","PART#","","",99847.584,37,,,-155198.704,4337.62,"",147,147,19878.83,19878.83,"","","","","","","","","",3,3,3,"","","","",False,,True,,,"","","","",,"","","7/25/2022","12:43:05 PM",,,"","","",,,,,,,"","","","","","","","",,""
"351848556406785","GL2020","DM","GO LIGHT REMOTE SPOT LIGHT","","LIGHTING","","LIGHTS","","",292.58,289.95,280,241,219.33,148.4,139.24,,"",,,"1061","GL2020","","GL2020",,-7,3,,0,2,"",0,0,0,0,"","","","","","","","","",,,,"","","","",False,,True,,,"D & M Distributors, Inc.","","","",,"","","12/12/2013","12:51:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"351940252093668","1120212091","FX SIDEBARS","09-C DODGE EXT(QUAD) SS SIDEBARS","** NOT CREW CAB ** Lab. $75","STEPS","","BARS","","",295.95,295.95,310,275,218.14,149.99,149.99,,"",,,"0401","1120212091","","1120212091",0,,1,,3,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"352054809859723","17882","A.R.E.","Lift Asst DS LSII w/bolt Bracket","","PARTS","","PARTS","11-01-21","EACH",74.59,74.59,74.59,74.59,58.86,39.26,34.58,,"",,,"7177","17882","","17882",1,0,1,0,-5,0,"",4,4,105,105,"","","","","","","","","",,0,0,"Old/New LSII","","","",False,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:32:30 PM",,,"","","",,,,,,,"","","","","","","","",,""
"352054946140516","17883","A.R.E.","Lift Asst PS LSII w/bolt bracket","","PARTS","","PARTS","11-01-21","EACH",74.59,74.59,74.59,74.59,58.86,39.26,34.15,,"",,,"7177","17883","","17883",4,0,1,0,-6,0,"",5,5,301,301,"","","","","","","","","",,0,0,"Old/New LSII","","","",False,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:33:09 PM",,,"","","",,,,,,,"","","","","","","","",,""
"354863231843477","SDVD3600","SPL","DVD / MP3 PLAYER","","ELECTRONIC","","VIDEO","","",149.95,149.95,145,135,100.45,67,22.3333,,"",,,"1059","SDVD3600","","SDVD3600",0,0,4,,-2,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Das Distributors","(800) 241-0230","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"357338290515811","OC84120FX","OWENS","4' DIA.97-C G-VAN 155'WB CUSTOM","","STEPS","","BOARDS","","",525,495,490,445,354.72,236.6,409.72,,"",,,"1119","OC84120FX","","OC84120FX",1,0,1,,-2,1,"",5,5,2980,2980,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Owens Products, Inc.","(269) 865-2123","","",,"","","4/10/2019","2:18:23 PM",,,"","","",,,,,,,"","","","","","","","",,""
"357340963343179","OC84100FX","OWENS","4' DIA.97-C G-VAN 135'WB CUSTOM","","STEPS","","BOARDS","","",465,450,440,390,306,204.1,204.1,,"",,,"","OC84100FX","","OC84100FX",0,0,1,,0,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"OWENS","","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"358443732578363","8002612","YAKIMA","GLASS HATCH HOOK HATCH ADAPTER","","BIKE-TRUNK","","BIKE-TRUNK","12-01-18","PAIR",20,20,20,20,17.99,12,12,,"",,,"1250","8002612","0401","8002612",3,0,1,0,-1,0,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","5/15/2019","10:09:36 AM",,,"","","",,,,,,,"","","","","","","","",,""
"358833258906517","55-8999","STAGPARKWAY","12 VOLT METAL FAN","","COMMERCIAL","SHOW","ROOF VENT","","",34.95,34.95,31.02,28.43,25.58,17.06,17.06,,"",,,"1134","55-8999","","55-8999",,,2,,4,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Stagparkway","(800) 765-7824","","",,"","","4/2/2013","3:52:29 PM",,,"","","",,,,,,,"","","","","","","","",,""
"358862920328379","23010ZX","FX BEDLINER","04-14 F150 LB UTR BEDLINER","","TRUCK BED","","LINER","","",165,165,165,155,137.36,86.15,40.23,,"",,,"0401","23010ZX","","23010ZX",1,0,2,,4,0,"",31,31,5105,5105,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","10/10/2017","3:43:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
